"","table.x","first_id","desc","category","label","format","year","ISCED_number","ISCED_label","ISCED_desc"
"9533","INDIVIDU","DIP14","Diplôme le plus élevé",12,"Diplôme d'une grande école (ingénieur, commerce …)","Categorical",2010,"750","Master’s or equivalent level, Professional, Not further defined",NA
"9534","INDIVIDU","DIP14","Diplôme le plus élevé",20,"Diplôme de 2e cycle universitaire (licence, maîtrise …) ou ne sait pas quel diplôme de ce niveau","Categorical",2010,"640","Bachelor’s or equivalent level, Academic, Not further defined",NA
"9535","INDIVIDU","DIP14","Diplôme le plus élevé",30,"Diplôme de 1er cycle universitaire","Categorical",2010,"540","Short-cycle tertiary education, General, Not further defined., Short-cycle tertiary education, Vocational, Not further defined",NA
"9536","INDIVIDU","DIP14","Diplôme le plus élevé",31,"BTS, DUT, DEUST ou équivalent ou ne sait pas quel diplôme de niveau bac + 2","Categorical",2010,"550","Short-cycle tertiary education, Vocational, Not further defined",NA
"9537","INDIVIDU","DIP14","Diplôme le plus élevé",33,"Diplôme des professions sociales et de la santé de niveau bac + 2 (infirmière, …)","Categorical",2010,"550","Short-cycle tertiary education, Vocational, Not further defined",NA
"9538","INDIVIDU","DIP14","Diplôme le plus élevé",41,"Baccalauréat général (séries A, B, C, D, E, ES, L, S), brevet supérieur, capacité en droit, DAEU ou diplôme étranger de même niveau","Categorical",2010,"344, 444","Upper secondary education, General, Level completion, with direct access to tertiary education., Post-secondary non-tertiary education, General, Level completion, with direct access to tertiary education",NA
"9539","INDIVIDU","DIP14","Diplôme le plus élevé",42,"Baccalauréat technologique (séries F, G, H, SMS, STI, STL, STT) ou ne sait pas quel diplôme","Categorical",2010,"344","Upper secondary education, General, Level completion, with direct access to tertiary education",NA
"9540","INDIVIDU","DIP14","Diplôme le plus élevé",42,"Baccalauréat technologique (séries F, G, H, SMS, STI, STL, STT) ou ne sait pas quel diplôme de ce niveau","Categorical",2010,"344","Upper secondary education, General, Level completion, with direct access to tertiary education",NA
"9541","INDIVIDU","DIP14","Diplôme le plus élevé",43,"Baccalauréat professionnel","Categorical",2010,"354","Upper secondary education, Vocational, Level completion, with direct access to tertiary education",NA
"9542","INDIVIDU","DIP14","Diplôme le plus élevé",44,"Brevet professionnel ou de technicien ou de maîtrise, BEA, BEC, BEI, BEH, BSEC","Categorical",2010,"353","Upper secondary education, Vocational, Level completion, without direct access to tertiary education",NA
"9543","INDIVIDU","DIP14","Diplôme le plus élevé",50,"Diplôme ou titre de niveau BEP ou CAP","Categorical",2010,"353","Upper secondary education, Vocational, Level completion, without direct access to tertiary education",NA
"9544","INDIVIDU","DIP14","Diplôme le plus élevé",60,"Brevet des collèges, BEPC, brevet élémentaire ou diplôme étranger de même niveau","Categorical",2010,"244","Lower secondary education, General, Level completion, with direct access to upper secondary education",NA
"9545","INDIVIDU","DIP14","Diplôme le plus élevé",70,"Certificat d'études primaires (CEP), ou diplôme étranger de même niveau","Categorical",2010,"100","Primary education, including recognised successful completion of a lower secondary programme insufficient for level completion or partial level completion",NA
"9548","INDIVIDU","DIPGENE","Diplôme le plus élevé de l'enseignement général",2,"Certificat d'études primaires (CEP)","Categorical",2010,"100","Primary education, including recognised successful completion of a lower secondary programme insufficient for level completion or partial level completion",NA
"9549","INDIVIDU","DIPGENE","Diplôme le plus élevé de l'enseignement général",15,"Brevet des collèges, Brevet d'études du 1er cycle (BEPC), brevet élémentaire","Categorical",2010,"244","Lower secondary education, General, Level completion, with direct access to upper secondary education",NA
"9550","INDIVIDU","DIPGENE","Diplôme le plus élevé de l'enseignement général",17,"Baccalauréat général (séries A, B, C, D, E, ES, L, S), brevet supérieur, capacité en droit, DAEU","Categorical",2010,"344, 444","Upper secondary education, General, Level completion, with direct access to tertiary education., Post-secondary non-tertiary education, General, Level completion, with direct access to tertiary education",NA
"9552","INDIVIDU","DIPSUPE","Diplôme le plus élevé de l'enseignement supérieur",41,"Diplôme de 1er cycle universitaire (DEUG)","Categorical",2010,"540","Short-cycle tertiary education, General, Not further defined",NA
"9553","INDIVIDU","DIPSUPE","Diplôme le plus élevé de l'enseignement supérieur",42,"DUT (Diplôme universitaire de technologie), BTS (brevet de technicien supérieur), DEUST","Categorical",2010,"550","Short-cycle tertiary education, Vocational, Not further defined",NA
"9554","INDIVIDU","DIPSUPE","Diplôme le plus élevé de l'enseignement supérieur",44,"Diplôme des professions sociales et de la santé de niveau bac + 2 (infirmière …)","Categorical",2010,"550","Short-cycle tertiary education, Vocational, Not further defined",NA
"9555","INDIVIDU","DIPSUPE","Diplôme le plus élevé de l'enseignement supérieur",51,"Diplôme de 2e cycle universitaire (licence, maîtrise)","Categorical",2010,"640","Bachelor’s or equivalent level, Academic, Not further defined",NA
"9556","INDIVIDU","DIPSUPE","Diplôme le plus élevé de l'enseignement supérieur",63,"Diplôme d'une grande école (ingénieur, commerce …)","Categorical",2010,"750","Master’s or equivalent level, Professional, Not further defined",NA
"9557","INDIVIDU","DIPSUPE","Diplôme le plus élevé de l'enseignement supérieur",71,"Diplôme de 3e cycle universitaire (DES, DEA, DESS, master), doctorat (y compris professions","Categorical",2010,"740, 750, 840","Master’s or equivalent level, Academic, Not further defined., Master’s or equivalent level, Professional, Not further defined., Doctoral or equivalent level, Academic, Not further defined",NA
"9558","INDIVIDU","DIPSUPE","Diplôme le plus élevé de l'enseignement supérieur",71,"Diplôme de 3e cycle universitaire (DES, DEA, DESS, master), doctorat (y compris professions de santé)","Categorical",2010,"740, 750, 840","Master’s or equivalent level, Academic, Not further defined., Master’s or equivalent level, Professional, Not further defined., Doctoral or equivalent level, Academic, Not further defined",NA
"9560","INDIVIDU","DIPTECH","Diplôme le plus élevé de l'enseignement technique",23,"CAP, CAPA, mention complémentaire au CAP","Categorical",2010,"353","Upper secondary education, Vocational, Level completion, without direct access to tertiary education",NA
"9561","INDIVIDU","DIPTECH","Diplôme le plus élevé de l'enseignement technique",24,"BEP, BEPA, mention complémentaire au BEP","Categorical",2010,"353","Upper secondary education, Vocational, Level completion, without direct access to tertiary education",NA
"9562","INDIVIDU","DIPTECH","Diplôme le plus élevé de l'enseignement technique",29,"Autres diplômes de niveau CAP ou BEP : brevet de compagnon, aide soignant, auxiliaire de vie,","Categorical",2010,"353","Upper secondary education, Vocational, Level completion, without direct access to tertiary education",NA
"9563","INDIVIDU","DIPTECH","Diplôme le plus élevé de l'enseignement technique",29,"Autres diplômes de niveau CAP ou BEP : brevet de compagnon, aide soignant, auxiliaire de vie, titre AFPA 1er degré …","Categorical",2010,"353","Upper secondary education, Vocational, Level completion, without direct access to tertiary education",NA
"9564","INDIVIDU","DIPTECH","Diplôme le plus élevé de l'enseignement technique",32,"Baccalauréat technologique (séries F, G, H, SMS, STI, STL, STT)","Categorical",2010,"344","Upper secondary education, General, Level completion, with direct access to tertiary education",NA
"9565","INDIVIDU","DIPTECH","Diplôme le plus élevé de l'enseignement technique",33,"Brevet professionnel ou technicien ou de maîtrise, BEA, BEC, BEI, BEH, BSEC","Categorical",2010,"353","Upper secondary education, Vocational, Level completion, without direct access to tertiary education",NA
"9566","INDIVIDU","DIPTECH","Diplôme le plus élevé de l'enseignement technique",34,"Baccalauréat professionnel","Categorical",2010,"354","Upper secondary education, Vocational, Level completion, with direct access to tertiary education",NA
"9894","INDIVIDU","SCOLARITE","Niveau d'études ou de scolarité atteint par la personne, si elle n'a aucun diplôme",1,"Pas de scolarisation, mais alphabétisation, apprentissage du français","Categorical",2010,NA,NA,NA
"9895","INDIVIDU","SCOLARITE","Niveau d'études ou de scolarité atteint par la personne, si elle n'a aucun diplôme",2,"Scolarité en école primaire","Categorical",2010,NA,NA,NA
"9896","INDIVIDU","SCOLARITE","Niveau d'études ou de scolarité atteint par la personne, si elle n'a aucun diplôme",3,"Scolarité au collège (de la 6è à la 3è)","Categorical",2010,NA,NA,NA
"9897","INDIVIDU","SCOLARITE","Niveau d'études ou de scolarité atteint par la personne, si elle n'a aucun diplôme",4,"Scolarité au-delà du collège","Categorical",2010,NA,NA,NA
"10509","MÉNAGE","DIP14CJ","Diplôme le plus élevé du conjoint",10,"Diplôme de 3e cycle universitaire (DES, DEA, DESS, master), doctorat (y compris professions","Categorical",2010,"740, 750, 840","Master’s or equivalent level, Academic, Not further defined., Master’s or equivalent level, Professional, Not further defined., Doctoral or equivalent level, Academic, Not further defined",NA
"10510","MÉNAGE","DIP14CJ","Diplôme le plus élevé du conjoint",10,"Diplôme de 3e cycle universitaire (DES, DEA, DESS, master), doctorat (y compris professions de santé)","Categorical",2010,"740, 750, 840","Master’s or equivalent level, Academic, Not further defined., Master’s or equivalent level, Professional, Not further defined., Doctoral or equivalent level, Academic, Not further defined",NA
"10511","MÉNAGE","DIP14CJ","Diplôme le plus élevé du conjoint",12,"Diplôme d'une grande école (ingénieur, commerce …)","Categorical",2010,"750","Master’s or equivalent level, Professional, Not further defined",NA
"10512","MÉNAGE","DIP14CJ","Diplôme le plus élevé du conjoint",20,"Diplôme de 2e cycle universitaire (licence, maîtrise …) ou ne sait pas quel diplôme de ce niveau","Categorical",2010,"640","Bachelor’s or equivalent level, Academic, Not further defined",NA
"10513","MÉNAGE","DIP14CJ","Diplôme le plus élevé du conjoint",30,"Diplôme de 1er cycle universitaire","Categorical",2010,"540","Short-cycle tertiary education, General, Not further defined., Short-cycle tertiary education, Vocational, Not further defined",NA
"10514","MÉNAGE","DIP14CJ","Diplôme le plus élevé du conjoint",31,"BTS, DUT, DEUST ou équivalent ou ne sait pas quel diplôme de niveau bac + 2","Categorical",2010,"550","Short-cycle tertiary education, Vocational, Not further defined",NA
"10515","MÉNAGE","DIP14CJ","Diplôme le plus élevé du conjoint",33,"Diplôme des professions sociales et de la santé de niveau bac + 2 (infirmière, …)","Categorical",2010,"550","Short-cycle tertiary education, Vocational, Not further defined",NA
"10516","MÉNAGE","DIP14CJ","Diplôme le plus élevé du conjoint",41,"Baccalauréat général (séries A, B, C, D, E, ES, L, S), brevet supérieur, capacité en droit, DAEU ou diplôme étranger de même niveau","Categorical",2010,"344, 444","Upper secondary education, General, Level completion, with direct access to tertiary education., Post-secondary non-tertiary education, General, Level completion, with direct access to tertiary education",NA
"10517","MÉNAGE","DIP14CJ","Diplôme le plus élevé du conjoint",42,"Baccalauréat technologique (séries F, G, H, SMS, STI, STL, STT) ou ne sait pas quel diplôme","Categorical",2010,"344","Upper secondary education, General, Level completion, with direct access to tertiary education",NA
"10518","MÉNAGE","DIP14CJ","Diplôme le plus élevé du conjoint",42,"Baccalauréat technologique (séries F, G, H, SMS, STI, STL, STT) ou ne sait pas quel diplôme de ce niveau","Categorical",2010,"344","Upper secondary education, General, Level completion, with direct access to tertiary education",NA
